date_requested,from_utc,to_utc,forecast_gco2_per_kwh,actual_gco2_per_kwh,index,from_uk,to_uk,date_uk,hour_uk,time_uk
2026-06-24,2026-06-24 21:30:00+00:00,2026-06-24 22:00:00+00:00,236,232,very high,2026-06-24 22:30:00+01:00,2026-06-24 23:00:00+01:00,2026-06-24,22,22:30:00
2026-06-24,2026-06-24 22:00:00+00:00,2026-06-24 22:30:00+00:00,228,233,very high,2026-06-24 23:00:00+01:00,2026-06-24 23:30:00+01:00,2026-06-24,23,23:00:00
2026-06-24,2026-06-24 22:30:00+00:00,2026-06-24 23:00:00+00:00,240,228,high,2026-06-24 23:30:00+01:00,2026-06-25 00:00:00+01:00,2026-06-24,23,23:30:00
2026-06-25,2026-06-24 23:00:00+00:00,2026-06-24 23:30:00+00:00,241,231,very high,2026-06-25 00:00:00+01:00,2026-06-25 00:30:00+01:00,2026-06-25,0,00:00:00
2026-06-25,2026-06-24 23:30:00+00:00,2026-06-25 00:00:00+00:00,238,230,very high,2026-06-25 00:30:00+01:00,2026-06-25 01:00:00+01:00,2026-06-25,0,00:30:00
2026-06-25,2026-06-25 00:00:00+00:00,2026-06-25 00:30:00+00:00,236,227,high,2026-06-25 01:00:00+01:00,2026-06-25 01:30:00+01:00,2026-06-25,1,01:00:00
2026-06-25,2026-06-25 00:30:00+00:00,2026-06-25 01:00:00+00:00,236,228,high,2026-06-25 01:30:00+01:00,2026-06-25 02:00:00+01:00,2026-06-25,1,01:30:00
2026-06-25,2026-06-25 01:00:00+00:00,2026-06-25 01:30:00+00:00,232,226,high,2026-06-25 02:00:00+01:00,2026-06-25 02:30:00+01:00,2026-06-25,2,02:00:00
2026-06-25,2026-06-25 01:30:00+00:00,2026-06-25 02:00:00+00:00,233,233,very high,2026-06-25 02:30:00+01:00,2026-06-25 03:00:00+01:00,2026-06-25,2,02:30:00
2026-06-25,2026-06-25 02:00:00+00:00,2026-06-25 02:30:00+00:00,231,235,very high,2026-06-25 03:00:00+01:00,2026-06-25 03:30:00+01:00,2026-06-25,3,03:00:00
2026-06-25,2026-06-25 02:30:00+00:00,2026-06-25 03:00:00+00:00,228,242,very high,2026-06-25 03:30:00+01:00,2026-06-25 04:00:00+01:00,2026-06-25,3,03:30:00
2026-06-25,2026-06-25 03:00:00+00:00,2026-06-25 03:30:00+00:00,238,239,very high,2026-06-25 04:00:00+01:00,2026-06-25 04:30:00+01:00,2026-06-25,4,04:00:00
2026-06-25,2026-06-25 03:30:00+00:00,2026-06-25 04:00:00+00:00,243,243,very high,2026-06-25 04:30:00+01:00,2026-06-25 05:00:00+01:00,2026-06-25,4,04:30:00
2026-06-25,2026-06-25 04:00:00+00:00,2026-06-25 04:30:00+00:00,239,240,very high,2026-06-25 05:00:00+01:00,2026-06-25 05:30:00+01:00,2026-06-25,5,05:00:00
2026-06-25,2026-06-25 04:30:00+00:00,2026-06-25 05:00:00+00:00,241,229,high,2026-06-25 05:30:00+01:00,2026-06-25 06:00:00+01:00,2026-06-25,5,05:30:00
2026-06-25,2026-06-25 05:00:00+00:00,2026-06-25 05:30:00+00:00,239,220,high,2026-06-25 06:00:00+01:00,2026-06-25 06:30:00+01:00,2026-06-25,6,06:00:00
2026-06-25,2026-06-25 05:30:00+00:00,2026-06-25 06:00:00+00:00,221,207,high,2026-06-25 06:30:00+01:00,2026-06-25 07:00:00+01:00,2026-06-25,6,06:30:00
2026-06-25,2026-06-25 06:00:00+00:00,2026-06-25 06:30:00+00:00,216,200,high,2026-06-25 07:00:00+01:00,2026-06-25 07:30:00+01:00,2026-06-25,7,07:00:00
2026-06-25,2026-06-25 06:30:00+00:00,2026-06-25 07:00:00+00:00,205,184,high,2026-06-25 07:30:00+01:00,2026-06-25 08:00:00+01:00,2026-06-25,7,07:30:00
2026-06-25,2026-06-25 07:00:00+00:00,2026-06-25 07:30:00+00:00,189,169,moderate,2026-06-25 08:00:00+01:00,2026-06-25 08:30:00+01:00,2026-06-25,8,08:00:00
2026-06-25,2026-06-25 07:30:00+00:00,2026-06-25 08:00:00+00:00,182,148,moderate,2026-06-25 08:30:00+01:00,2026-06-25 09:00:00+01:00,2026-06-25,8,08:30:00
2026-06-25,2026-06-25 08:00:00+00:00,2026-06-25 08:30:00+00:00,158,131,moderate,2026-06-25 09:00:00+01:00,2026-06-25 09:30:00+01:00,2026-06-25,9,09:00:00
2026-06-25,2026-06-25 08:30:00+00:00,2026-06-25 09:00:00+00:00,140,117,moderate,2026-06-25 09:30:00+01:00,2026-06-25 10:00:00+01:00,2026-06-25,9,09:30:00
2026-06-25,2026-06-25 09:00:00+00:00,2026-06-25 09:30:00+00:00,135,112,moderate,2026-06-25 10:00:00+01:00,2026-06-25 10:30:00+01:00,2026-06-25,10,10:00:00
2026-06-25,2026-06-25 09:30:00+00:00,2026-06-25 10:00:00+00:00,122,108,moderate,2026-06-25 10:30:00+01:00,2026-06-25 11:00:00+01:00,2026-06-25,10,10:30:00
2026-06-25,2026-06-25 10:00:00+00:00,2026-06-25 10:30:00+00:00,104,104,moderate,2026-06-25 11:00:00+01:00,2026-06-25 11:30:00+01:00,2026-06-25,11,11:00:00
2026-06-25,2026-06-25 10:30:00+00:00,2026-06-25 11:00:00+00:00,101,100,moderate,2026-06-25 11:30:00+01:00,2026-06-25 12:00:00+01:00,2026-06-25,11,11:30:00
2026-06-25,2026-06-25 11:00:00+00:00,2026-06-25 11:30:00+00:00,103,100,moderate,2026-06-25 12:00:00+01:00,2026-06-25 12:30:00+01:00,2026-06-25,12,12:00:00
2026-06-25,2026-06-25 11:30:00+00:00,2026-06-25 12:00:00+00:00,105,97,moderate,2026-06-25 12:30:00+01:00,2026-06-25 13:00:00+01:00,2026-06-25,12,12:30:00
2026-06-25,2026-06-25 12:00:00+00:00,2026-06-25 12:30:00+00:00,100,93,moderate,2026-06-25 13:00:00+01:00,2026-06-25 13:30:00+01:00,2026-06-25,13,13:00:00
2026-06-25,2026-06-25 12:30:00+00:00,2026-06-25 13:00:00+00:00,93,94,moderate,2026-06-25 13:30:00+01:00,2026-06-25 14:00:00+01:00,2026-06-25,13,13:30:00
2026-06-25,2026-06-25 13:00:00+00:00,2026-06-25 13:30:00+00:00,100,93,moderate,2026-06-25 14:00:00+01:00,2026-06-25 14:30:00+01:00,2026-06-25,14,14:00:00
2026-06-25,2026-06-25 13:30:00+00:00,2026-06-25 14:00:00+00:00,93,95,moderate,2026-06-25 14:30:00+01:00,2026-06-25 15:00:00+01:00,2026-06-25,14,14:30:00
2026-06-25,2026-06-25 14:00:00+00:00,2026-06-25 14:30:00+00:00,92,101,moderate,2026-06-25 15:00:00+01:00,2026-06-25 15:30:00+01:00,2026-06-25,15,15:00:00
2026-06-25,2026-06-25 14:30:00+00:00,2026-06-25 15:00:00+00:00,93,111,moderate,2026-06-25 15:30:00+01:00,2026-06-25 16:00:00+01:00,2026-06-25,15,15:30:00
2026-06-25,2026-06-25 15:00:00+00:00,2026-06-25 15:30:00+00:00,95,124,moderate,2026-06-25 16:00:00+01:00,2026-06-25 16:30:00+01:00,2026-06-25,16,16:00:00
2026-06-25,2026-06-25 15:30:00+00:00,2026-06-25 16:00:00+00:00,117,138,moderate,2026-06-25 16:30:00+01:00,2026-06-25 17:00:00+01:00,2026-06-25,16,16:30:00
2026-06-25,2026-06-25 16:00:00+00:00,2026-06-25 16:30:00+00:00,132,142,moderate,2026-06-25 17:00:00+01:00,2026-06-25 17:30:00+01:00,2026-06-25,17,17:00:00
2026-06-25,2026-06-25 16:30:00+00:00,2026-06-25 17:00:00+00:00,143,146,moderate,2026-06-25 17:30:00+01:00,2026-06-25 18:00:00+01:00,2026-06-25,17,17:30:00
2026-06-25,2026-06-25 17:00:00+00:00,2026-06-25 17:30:00+00:00,146,159,moderate,2026-06-25 18:00:00+01:00,2026-06-25 18:30:00+01:00,2026-06-25,18,18:00:00
2026-06-25,2026-06-25 17:30:00+00:00,2026-06-25 18:00:00+00:00,152,164,moderate,2026-06-25 18:30:00+01:00,2026-06-25 19:00:00+01:00,2026-06-25,18,18:30:00
2026-06-25,2026-06-25 18:00:00+00:00,2026-06-25 18:30:00+00:00,160,169,moderate,2026-06-25 19:00:00+01:00,2026-06-25 19:30:00+01:00,2026-06-25,19,19:00:00
2026-06-25,2026-06-25 18:30:00+00:00,2026-06-25 19:00:00+00:00,163,166,moderate,2026-06-25 19:30:00+01:00,2026-06-25 20:00:00+01:00,2026-06-25,19,19:30:00
2026-06-25,2026-06-25 19:00:00+00:00,2026-06-25 19:30:00+00:00,163,170,high,2026-06-25 20:00:00+01:00,2026-06-25 20:30:00+01:00,2026-06-25,20,20:00:00
2026-06-25,2026-06-25 19:30:00+00:00,2026-06-25 20:00:00+00:00,168,166,moderate,2026-06-25 20:30:00+01:00,2026-06-25 21:00:00+01:00,2026-06-25,20,20:30:00
2026-06-25,2026-06-25 20:00:00+00:00,2026-06-25 20:30:00+00:00,163,172,high,2026-06-25 21:00:00+01:00,2026-06-25 21:30:00+01:00,2026-06-25,21,21:00:00
2026-06-25,2026-06-25 20:30:00+00:00,2026-06-25 21:00:00+00:00,154,174,high,2026-06-25 21:30:00+01:00,2026-06-25 22:00:00+01:00,2026-06-25,21,21:30:00
2026-06-25,2026-06-25 21:00:00+00:00,2026-06-25 21:30:00+00:00,170,175,high,2026-06-25 22:00:00+01:00,2026-06-25 22:30:00+01:00,2026-06-25,22,22:00:00
2026-06-25,2026-06-25 21:30:00+00:00,2026-06-25 22:00:00+00:00,170,178,high,2026-06-25 22:30:00+01:00,2026-06-25 23:00:00+01:00,2026-06-25,22,22:30:00
2026-06-25,2026-06-25 22:00:00+00:00,2026-06-25 22:30:00+00:00,170,178,high,2026-06-25 23:00:00+01:00,2026-06-25 23:30:00+01:00,2026-06-25,23,23:00:00
2026-06-25,2026-06-25 22:30:00+00:00,2026-06-25 23:00:00+00:00,174,182,high,2026-06-25 23:30:00+01:00,2026-06-26 00:00:00+01:00,2026-06-25,23,23:30:00
2026-06-26,2026-06-25 23:00:00+00:00,2026-06-25 23:30:00+00:00,171,183,high,2026-06-26 00:00:00+01:00,2026-06-26 00:30:00+01:00,2026-06-26,0,00:00:00
2026-06-26,2026-06-25 23:30:00+00:00,2026-06-26 00:00:00+00:00,173,185,high,2026-06-26 00:30:00+01:00,2026-06-26 01:00:00+01:00,2026-06-26,0,00:30:00
2026-06-26,2026-06-26 00:00:00+00:00,2026-06-26 00:30:00+00:00,186,187,high,2026-06-26 01:00:00+01:00,2026-06-26 01:30:00+01:00,2026-06-26,1,01:00:00
2026-06-26,2026-06-26 00:30:00+00:00,2026-06-26 01:00:00+00:00,184,193,high,2026-06-26 01:30:00+01:00,2026-06-26 02:00:00+01:00,2026-06-26,1,01:30:00
2026-06-26,2026-06-26 01:00:00+00:00,2026-06-26 01:30:00+00:00,189,195,high,2026-06-26 02:00:00+01:00,2026-06-26 02:30:00+01:00,2026-06-26,2,02:00:00
2026-06-26,2026-06-26 01:30:00+00:00,2026-06-26 02:00:00+00:00,189,201,high,2026-06-26 02:30:00+01:00,2026-06-26 03:00:00+01:00,2026-06-26,2,02:30:00
2026-06-26,2026-06-26 02:00:00+00:00,2026-06-26 02:30:00+00:00,191,206,high,2026-06-26 03:00:00+01:00,2026-06-26 03:30:00+01:00,2026-06-26,3,03:00:00
2026-06-26,2026-06-26 02:30:00+00:00,2026-06-26 03:00:00+00:00,208,210,high,2026-06-26 03:30:00+01:00,2026-06-26 04:00:00+01:00,2026-06-26,3,03:30:00
2026-06-26,2026-06-26 03:00:00+00:00,2026-06-26 03:30:00+00:00,209,220,high,2026-06-26 04:00:00+01:00,2026-06-26 04:30:00+01:00,2026-06-26,4,04:00:00
2026-06-26,2026-06-26 03:30:00+00:00,2026-06-26 04:00:00+00:00,219,207,high,2026-06-26 04:30:00+01:00,2026-06-26 05:00:00+01:00,2026-06-26,4,04:30:00
2026-06-26,2026-06-26 04:00:00+00:00,2026-06-26 04:30:00+00:00,226,217,high,2026-06-26 05:00:00+01:00,2026-06-26 05:30:00+01:00,2026-06-26,5,05:00:00
2026-06-26,2026-06-26 04:30:00+00:00,2026-06-26 05:00:00+00:00,234,201,high,2026-06-26 05:30:00+01:00,2026-06-26 06:00:00+01:00,2026-06-26,5,05:30:00
2026-06-26,2026-06-26 05:00:00+00:00,2026-06-26 05:30:00+00:00,225,197,high,2026-06-26 06:00:00+01:00,2026-06-26 06:30:00+01:00,2026-06-26,6,06:00:00
2026-06-26,2026-06-26 05:30:00+00:00,2026-06-26 06:00:00+00:00,202,191,high,2026-06-26 06:30:00+01:00,2026-06-26 07:00:00+01:00,2026-06-26,6,06:30:00
2026-06-26,2026-06-26 06:00:00+00:00,2026-06-26 06:30:00+00:00,190,181,high,2026-06-26 07:00:00+01:00,2026-06-26 07:30:00+01:00,2026-06-26,7,07:00:00
2026-06-26,2026-06-26 06:30:00+00:00,2026-06-26 07:00:00+00:00,191,167,moderate,2026-06-26 07:30:00+01:00,2026-06-26 08:00:00+01:00,2026-06-26,7,07:30:00
2026-06-26,2026-06-26 07:00:00+00:00,2026-06-26 07:30:00+00:00,178,156,moderate,2026-06-26 08:00:00+01:00,2026-06-26 08:30:00+01:00,2026-06-26,8,08:00:00
2026-06-26,2026-06-26 07:30:00+00:00,2026-06-26 08:00:00+00:00,168,141,moderate,2026-06-26 08:30:00+01:00,2026-06-26 09:00:00+01:00,2026-06-26,8,08:30:00
2026-06-26,2026-06-26 08:00:00+00:00,2026-06-26 08:30:00+00:00,153,130,moderate,2026-06-26 09:00:00+01:00,2026-06-26 09:30:00+01:00,2026-06-26,9,09:00:00
2026-06-26,2026-06-26 08:30:00+00:00,2026-06-26 09:00:00+00:00,137,130,moderate,2026-06-26 09:30:00+01:00,2026-06-26 10:00:00+01:00,2026-06-26,9,09:30:00
2026-06-26,2026-06-26 09:00:00+00:00,2026-06-26 09:30:00+00:00,126,127,moderate,2026-06-26 10:00:00+01:00,2026-06-26 10:30:00+01:00,2026-06-26,10,10:00:00
2026-06-26,2026-06-26 09:30:00+00:00,2026-06-26 10:00:00+00:00,117,133,moderate,2026-06-26 10:30:00+01:00,2026-06-26 11:00:00+01:00,2026-06-26,10,10:30:00
2026-06-26,2026-06-26 10:00:00+00:00,2026-06-26 10:30:00+00:00,123,135,moderate,2026-06-26 11:00:00+01:00,2026-06-26 11:30:00+01:00,2026-06-26,11,11:00:00
2026-06-26,2026-06-26 10:30:00+00:00,2026-06-26 11:00:00+00:00,122,133,moderate,2026-06-26 11:30:00+01:00,2026-06-26 12:00:00+01:00,2026-06-26,11,11:30:00
2026-06-26,2026-06-26 11:00:00+00:00,2026-06-26 11:30:00+00:00,135,132,moderate,2026-06-26 12:00:00+01:00,2026-06-26 12:30:00+01:00,2026-06-26,12,12:00:00
2026-06-26,2026-06-26 11:30:00+00:00,2026-06-26 12:00:00+00:00,131,129,moderate,2026-06-26 12:30:00+01:00,2026-06-26 13:00:00+01:00,2026-06-26,12,12:30:00
2026-06-26,2026-06-26 12:00:00+00:00,2026-06-26 12:30:00+00:00,126,125,moderate,2026-06-26 13:00:00+01:00,2026-06-26 13:30:00+01:00,2026-06-26,13,13:00:00
2026-06-26,2026-06-26 12:30:00+00:00,2026-06-26 13:00:00+00:00,119,116,moderate,2026-06-26 13:30:00+01:00,2026-06-26 14:00:00+01:00,2026-06-26,13,13:30:00
2026-06-26,2026-06-26 13:00:00+00:00,2026-06-26 13:30:00+00:00,125,111,moderate,2026-06-26 14:00:00+01:00,2026-06-26 14:30:00+01:00,2026-06-26,14,14:00:00
2026-06-26,2026-06-26 13:30:00+00:00,2026-06-26 14:00:00+00:00,122,118,moderate,2026-06-26 14:30:00+01:00,2026-06-26 15:00:00+01:00,2026-06-26,14,14:30:00
2026-06-26,2026-06-26 14:00:00+00:00,2026-06-26 14:30:00+00:00,107,117,moderate,2026-06-26 15:00:00+01:00,2026-06-26 15:30:00+01:00,2026-06-26,15,15:00:00
2026-06-26,2026-06-26 14:30:00+00:00,2026-06-26 15:00:00+00:00,119,132,moderate,2026-06-26 15:30:00+01:00,2026-06-26 16:00:00+01:00,2026-06-26,15,15:30:00
2026-06-26,2026-06-26 15:00:00+00:00,2026-06-26 15:30:00+00:00,122,144,moderate,2026-06-26 16:00:00+01:00,2026-06-26 16:30:00+01:00,2026-06-26,16,16:00:00
2026-06-26,2026-06-26 15:30:00+00:00,2026-06-26 16:00:00+00:00,136,145,moderate,2026-06-26 16:30:00+01:00,2026-06-26 17:00:00+01:00,2026-06-26,16,16:30:00
2026-06-26,2026-06-26 16:00:00+00:00,2026-06-26 16:30:00+00:00,147,153,moderate,2026-06-26 17:00:00+01:00,2026-06-26 17:30:00+01:00,2026-06-26,17,17:00:00
2026-06-26,2026-06-26 16:30:00+00:00,2026-06-26 17:00:00+00:00,156,169,moderate,2026-06-26 17:30:00+01:00,2026-06-26 18:00:00+01:00,2026-06-26,17,17:30:00
2026-06-26,2026-06-26 17:00:00+00:00,2026-06-26 17:30:00+00:00,164,176,high,2026-06-26 18:00:00+01:00,2026-06-26 18:30:00+01:00,2026-06-26,18,18:00:00
2026-06-26,2026-06-26 17:30:00+00:00,2026-06-26 18:00:00+00:00,173,185,high,2026-06-26 18:30:00+01:00,2026-06-26 19:00:00+01:00,2026-06-26,18,18:30:00
2026-06-26,2026-06-26 18:00:00+00:00,2026-06-26 18:30:00+00:00,186,190,high,2026-06-26 19:00:00+01:00,2026-06-26 19:30:00+01:00,2026-06-26,19,19:00:00
2026-06-26,2026-06-26 18:30:00+00:00,2026-06-26 19:00:00+00:00,190,195,high,2026-06-26 19:30:00+01:00,2026-06-26 20:00:00+01:00,2026-06-26,19,19:30:00
2026-06-26,2026-06-26 19:00:00+00:00,2026-06-26 19:30:00+00:00,197,196,high,2026-06-26 20:00:00+01:00,2026-06-26 20:30:00+01:00,2026-06-26,20,20:00:00
2026-06-26,2026-06-26 19:30:00+00:00,2026-06-26 20:00:00+00:00,199,194,high,2026-06-26 20:30:00+01:00,2026-06-26 21:00:00+01:00,2026-06-26,20,20:30:00
2026-06-26,2026-06-26 20:00:00+00:00,2026-06-26 20:30:00+00:00,205,195,high,2026-06-26 21:00:00+01:00,2026-06-26 21:30:00+01:00,2026-06-26,21,21:00:00
2026-06-26,2026-06-26 20:30:00+00:00,2026-06-26 21:00:00+00:00,195,200,high,2026-06-26 21:30:00+01:00,2026-06-26 22:00:00+01:00,2026-06-26,21,21:30:00
2026-06-26,2026-06-26 21:00:00+00:00,2026-06-26 21:30:00+00:00,195,196,high,2026-06-26 22:00:00+01:00,2026-06-26 22:30:00+01:00,2026-06-26,22,22:00:00
2026-06-26,2026-06-26 21:30:00+00:00,2026-06-26 22:00:00+00:00,196,204,high,2026-06-26 22:30:00+01:00,2026-06-26 23:00:00+01:00,2026-06-26,22,22:30:00
2026-06-26,2026-06-26 22:00:00+00:00,2026-06-26 22:30:00+00:00,194,208,high,2026-06-26 23:00:00+01:00,2026-06-26 23:30:00+01:00,2026-06-26,23,23:00:00
2026-06-26,2026-06-26 22:30:00+00:00,2026-06-26 23:00:00+00:00,189,206,high,2026-06-26 23:30:00+01:00,2026-06-27 00:00:00+01:00,2026-06-26,23,23:30:00
2026-06-27,2026-06-26 23:00:00+00:00,2026-06-26 23:30:00+00:00,179,201,high,2026-06-27 00:00:00+01:00,2026-06-27 00:30:00+01:00,2026-06-27,0,00:00:00
2026-06-27,2026-06-26 23:30:00+00:00,2026-06-27 00:00:00+00:00,176,200,high,2026-06-27 00:30:00+01:00,2026-06-27 01:00:00+01:00,2026-06-27,0,00:30:00
2026-06-27,2026-06-27 00:00:00+00:00,2026-06-27 00:30:00+00:00,176,205,high,2026-06-27 01:00:00+01:00,2026-06-27 01:30:00+01:00,2026-06-27,1,01:00:00
2026-06-27,2026-06-27 00:30:00+00:00,2026-06-27 01:00:00+00:00,176,209,high,2026-06-27 01:30:00+01:00,2026-06-27 02:00:00+01:00,2026-06-27,1,01:30:00
2026-06-27,2026-06-27 01:00:00+00:00,2026-06-27 01:30:00+00:00,177,215,high,2026-06-27 02:00:00+01:00,2026-06-27 02:30:00+01:00,2026-06-27,2,02:00:00
2026-06-27,2026-06-27 01:30:00+00:00,2026-06-27 02:00:00+00:00,206,216,high,2026-06-27 02:30:00+01:00,2026-06-27 03:00:00+01:00,2026-06-27,2,02:30:00
2026-06-27,2026-06-27 02:00:00+00:00,2026-06-27 02:30:00+00:00,217,220,high,2026-06-27 03:00:00+01:00,2026-06-27 03:30:00+01:00,2026-06-27,3,03:00:00
2026-06-27,2026-06-27 02:30:00+00:00,2026-06-27 03:00:00+00:00,217,220,high,2026-06-27 03:30:00+01:00,2026-06-27 04:00:00+01:00,2026-06-27,3,03:30:00
2026-06-27,2026-06-27 03:00:00+00:00,2026-06-27 03:30:00+00:00,218,224,high,2026-06-27 04:00:00+01:00,2026-06-27 04:30:00+01:00,2026-06-27,4,04:00:00
2026-06-27,2026-06-27 03:30:00+00:00,2026-06-27 04:00:00+00:00,215,227,high,2026-06-27 04:30:00+01:00,2026-06-27 05:00:00+01:00,2026-06-27,4,04:30:00
2026-06-27,2026-06-27 04:00:00+00:00,2026-06-27 04:30:00+00:00,211,226,high,2026-06-27 05:00:00+01:00,2026-06-27 05:30:00+01:00,2026-06-27,5,05:00:00
2026-06-27,2026-06-27 04:30:00+00:00,2026-06-27 05:00:00+00:00,207,217,high,2026-06-27 05:30:00+01:00,2026-06-27 06:00:00+01:00,2026-06-27,5,05:30:00
2026-06-27,2026-06-27 05:00:00+00:00,2026-06-27 05:30:00+00:00,202,201,high,2026-06-27 06:00:00+01:00,2026-06-27 06:30:00+01:00,2026-06-27,6,06:00:00
2026-06-27,2026-06-27 05:30:00+00:00,2026-06-27 06:00:00+00:00,197,147,moderate,2026-06-27 06:30:00+01:00,2026-06-27 07:00:00+01:00,2026-06-27,6,06:30:00
2026-06-27,2026-06-27 06:00:00+00:00,2026-06-27 06:30:00+00:00,191,131,moderate,2026-06-27 07:00:00+01:00,2026-06-27 07:30:00+01:00,2026-06-27,7,07:00:00
2026-06-27,2026-06-27 06:30:00+00:00,2026-06-27 07:00:00+00:00,182,103,moderate,2026-06-27 07:30:00+01:00,2026-06-27 08:00:00+01:00,2026-06-27,7,07:30:00
2026-06-27,2026-06-27 07:00:00+00:00,2026-06-27 07:30:00+00:00,116,98,moderate,2026-06-27 08:00:00+01:00,2026-06-27 08:30:00+01:00,2026-06-27,8,08:00:00
2026-06-27,2026-06-27 07:30:00+00:00,2026-06-27 08:00:00+00:00,95,96,moderate,2026-06-27 08:30:00+01:00,2026-06-27 09:00:00+01:00,2026-06-27,8,08:30:00
2026-06-27,2026-06-27 08:00:00+00:00,2026-06-27 08:30:00+00:00,89,79,low,2026-06-27 09:00:00+01:00,2026-06-27 09:30:00+01:00,2026-06-27,9,09:00:00
2026-06-27,2026-06-27 08:30:00+00:00,2026-06-27 09:00:00+00:00,83,75,low,2026-06-27 09:30:00+01:00,2026-06-27 10:00:00+01:00,2026-06-27,9,09:30:00
2026-06-27,2026-06-27 09:00:00+00:00,2026-06-27 09:30:00+00:00,73,68,low,2026-06-27 10:00:00+01:00,2026-06-27 10:30:00+01:00,2026-06-27,10,10:00:00
2026-06-27,2026-06-27 09:30:00+00:00,2026-06-27 10:00:00+00:00,69,62,low,2026-06-27 10:30:00+01:00,2026-06-27 11:00:00+01:00,2026-06-27,10,10:30:00
2026-06-27,2026-06-27 10:00:00+00:00,2026-06-27 10:30:00+00:00,68,57,low,2026-06-27 11:00:00+01:00,2026-06-27 11:30:00+01:00,2026-06-27,11,11:00:00
2026-06-27,2026-06-27 10:30:00+00:00,2026-06-27 11:00:00+00:00,54,55,low,2026-06-27 11:30:00+01:00,2026-06-27 12:00:00+01:00,2026-06-27,11,11:30:00
2026-06-27,2026-06-27 11:00:00+00:00,2026-06-27 11:30:00+00:00,49,53,low,2026-06-27 12:00:00+01:00,2026-06-27 12:30:00+01:00,2026-06-27,12,12:00:00
2026-06-27,2026-06-27 11:30:00+00:00,2026-06-27 12:00:00+00:00,49,52,low,2026-06-27 12:30:00+01:00,2026-06-27 13:00:00+01:00,2026-06-27,12,12:30:00
2026-06-27,2026-06-27 12:00:00+00:00,2026-06-27 12:30:00+00:00,47,50,low,2026-06-27 13:00:00+01:00,2026-06-27 13:30:00+01:00,2026-06-27,13,13:00:00
2026-06-27,2026-06-27 12:30:00+00:00,2026-06-27 13:00:00+00:00,36,50,low,2026-06-27 13:30:00+01:00,2026-06-27 14:00:00+01:00,2026-06-27,13,13:30:00
2026-06-27,2026-06-27 13:00:00+00:00,2026-06-27 13:30:00+00:00,54,52,low,2026-06-27 14:00:00+01:00,2026-06-27 14:30:00+01:00,2026-06-27,14,14:00:00
2026-06-27,2026-06-27 13:30:00+00:00,2026-06-27 14:00:00+00:00,63,61,low,2026-06-27 14:30:00+01:00,2026-06-27 15:00:00+01:00,2026-06-27,14,14:30:00
2026-06-27,2026-06-27 14:00:00+00:00,2026-06-27 14:30:00+00:00,46,70,low,2026-06-27 15:00:00+01:00,2026-06-27 15:30:00+01:00,2026-06-27,15,15:00:00
2026-06-27,2026-06-27 14:30:00+00:00,2026-06-27 15:00:00+00:00,49,85,low,2026-06-27 15:30:00+01:00,2026-06-27 16:00:00+01:00,2026-06-27,15,15:30:00
2026-06-27,2026-06-27 15:00:00+00:00,2026-06-27 15:30:00+00:00,58,100,moderate,2026-06-27 16:00:00+01:00,2026-06-27 16:30:00+01:00,2026-06-27,16,16:00:00
2026-06-27,2026-06-27 15:30:00+00:00,2026-06-27 16:00:00+00:00,64,122,moderate,2026-06-27 16:30:00+01:00,2026-06-27 17:00:00+01:00,2026-06-27,16,16:30:00
2026-06-27,2026-06-27 16:00:00+00:00,2026-06-27 16:30:00+00:00,98,138,moderate,2026-06-27 17:00:00+01:00,2026-06-27 17:30:00+01:00,2026-06-27,17,17:00:00
2026-06-27,2026-06-27 16:30:00+00:00,2026-06-27 17:00:00+00:00,108,137,moderate,2026-06-27 17:30:00+01:00,2026-06-27 18:00:00+01:00,2026-06-27,17,17:30:00
2026-06-27,2026-06-27 17:00:00+00:00,2026-06-27 17:30:00+00:00,138,148,moderate,2026-06-27 18:00:00+01:00,2026-06-27 18:30:00+01:00,2026-06-27,18,18:00:00
2026-06-27,2026-06-27 17:30:00+00:00,2026-06-27 18:00:00+00:00,143,157,moderate,2026-06-27 18:30:00+01:00,2026-06-27 19:00:00+01:00,2026-06-27,18,18:30:00
2026-06-27,2026-06-27 18:00:00+00:00,2026-06-27 18:30:00+00:00,147,163,moderate,2026-06-27 19:00:00+01:00,2026-06-27 19:30:00+01:00,2026-06-27,19,19:00:00
2026-06-27,2026-06-27 18:30:00+00:00,2026-06-27 19:00:00+00:00,151,172,high,2026-06-27 19:30:00+01:00,2026-06-27 20:00:00+01:00,2026-06-27,19,19:30:00
2026-06-27,2026-06-27 19:00:00+00:00,2026-06-27 19:30:00+00:00,168,179,high,2026-06-27 20:00:00+01:00,2026-06-27 20:30:00+01:00,2026-06-27,20,20:00:00
2026-06-27,2026-06-27 19:30:00+00:00,2026-06-27 20:00:00+00:00,173,180,high,2026-06-27 20:30:00+01:00,2026-06-27 21:00:00+01:00,2026-06-27,20,20:30:00
2026-06-27,2026-06-27 20:00:00+00:00,2026-06-27 20:30:00+00:00,175,182,high,2026-06-27 21:00:00+01:00,2026-06-27 21:30:00+01:00,2026-06-27,21,21:00:00
2026-06-27,2026-06-27 20:30:00+00:00,2026-06-27 21:00:00+00:00,175,182,high,2026-06-27 21:30:00+01:00,2026-06-27 22:00:00+01:00,2026-06-27,21,21:30:00
